,OPEN_SHORT_TEST_VPP_D,OPEN_SHORT_TEST_GPIO0_D,OPEN_SHORT_TEST_GPIO1_D,OPEN_SHORT_TEST_GPIO2_D,OPEN_SHORT_TEST_GPIO3_D,OPEN_SHORT_TEST_GPO0_D,OPEN_SHORT_TEST_GPIO4_D,OPEN_SHORT_TEST_GPIO5_D,OPEN_SHORT_TEST_GPIO6_D,OPEN_SHORT_TEST_GPIO7_D,OPEN_SHORT_TEST_GPIO8_D,OPEN_SHORT_TEST_GPIO9_D,POWER_SHORT_VDD,CHECK_SITE_I_site,CHECK_SITE_code_check_sum,ICC_test_5P65_VDD,vbgtrim_test_vbg_voltage,vbgtrim_test_vbg_value,vbgtrim_test_vbg_diff,vbgtrim_test_vbg_value_final,acmptrim_test_acmp_trim_value,osctrim_test_rcosc_freq,osctrim_test_rcosc_diff,osctrim_test_rcosc_trimvalue,osctrim_test_rcosc_trimvalue_final,osctrim_test_lcosc_freq,osctrim_test_lcosc_diff,osctrim_test_lcosc_trimvalue,osctrim_test_lcosc_trimvalue_final
1,0.8218751514631222,1.6263843194518919,1.6386103590581849,1.846936731170839,0.964761705968797,1.0233218947948297,1.5096958741323439,1.5255887254442153,1.514756106638499,1.8096273949858168,1.4822328504767943,0.9327973330045021,55.49496103711656,9.030378056539787,,1.9621955195944691,0.21730541694335795,2.5585371165358888,0.40128313690928824,2.3976878195849816,0.0,0.08030943595150118,0.1577392939263758,7.680178913017525,8.316369851050418,0.3955304127192831,0.4576029699472161,5.088896525251875,4.935989385814016
2,0.8273423822075519,1.6222605432102626,1.646868530130549,1.8044815603088264,0.9202442933142969,0.9992275164937177,1.4670920999880455,1.5043491968142837,1.508566399524654,1.7719741825887954,1.4712863127021636,0.9432487129271233,55.4660944200598,9.675320791057288,,1.9324409154038973,0.3415335568539566,2.7349879521590537,0.47821306471055053,2.664097577316646,0.0,0.513980390089619,0.20742877130318343,8.07403424189022,8.524279097326678,0.3352285146904134,0.5644626048352972,5.088896525251875,4.935989385814016
3,0.842740155281888,1.6272250893652338,1.6381574429116206,1.8138255044702467,0.9302521561032229,1.0054200284715553,1.4913050802122818,1.5227058254161112,1.5198376565109935,1.7886166175763818,1.4920361595192473,0.9582953376414604,54.77995713771069,9.67866348205936,,1.914748988587882,0.42597866706516446,2.7349879521590537,0.3222740218701537,2.664097577316646,0.0,0.11243321033209881,0.21190818330109273,8.467889570762912,8.732188343602939,0.15995213498840366,0.2833139990011047,5.088896525251875,4.583418715398729
4,0.8432312499354019,1.6210093975058848,1.6400798203337061,1.823603635725101,0.9411777433319162,1.0224840644781341,1.490326478439594,1.5421466642538115,1.5174915578468755,1.801893767029745,1.4761143688071556,0.9372369123222436,55.459432893046696,9.20872045294448,,1.9075113821631478,0.10433662506090324,2.5585371165358888,0.19267135070946823,2.3976878195849816,0.0,0.41760906694781186,0.3858053562199269,7.680178913017525,8.108460604774159,0.1622550363275579,0.2873929954317996,5.088896525251875,4.583418715398729
5,0.7966120256146558,1.613762761586129,1.6239459407127446,1.7690447561625842,0.9177524381405547,0.9916431251187882,1.4463437654337805,1.4945113629228848,1.4834731272171562,1.7563229339931223,1.446302103671048,0.9362811263120425,55.237381992610096,9.6322590657953,,1.9260074874708006,0.33215076683054595,2.5585371165358888,0.49553962502615023,2.486491072162203,0.0,0.22486642066420476,0.42356040020230484,7.2863235841448315,7.900551358497897,0.05834016725847686,0.10333457624427064,5.088896525251875,5.2885600562293025
6,0.847572874350096,1.6259989665749437,1.6410158470366067,1.8202253032720859,0.9525824138274717,1.0158692589938971,1.4967615264599974,1.5400282073874059,1.5284633128760936,1.8089211004909798,1.4623122124826213,0.9369536011596107,55.383935586898254,9.5321749646156,,1.8970570617718658,0.015012464037525302,2.2056354452895595,0.02772249650495948,2.0424748092760954,0.0,0.49791850289931305,0.2233306838957613,8.07403424189022,8.524279097326678,0.6191392896627245,0.06158781030543032,5.452389134198437,5.2885600562293025
7,0.8425923922887953,1.6225458044308607,1.633306207741749,1.8065513837131384,0.9338421696743824,0.9978221237044209,1.4845339467345917,1.515521058968254,1.5107527638116411,1.7870912588774477,1.4767865676754315,0.9541826558190645,54.768854592688854,9.661753398166521,,1.9075113821631478,0.4353614570885751,2.382086280912724,0.304947461554554,2.30888456700776,0.0,0.08030943595150118,0.14628479753172224,8.467889570762912,8.732188343602939,0.06308812434043323,0.11174435900878982,5.088896525251875,5.2885600562293025
8,0.8488983953175453,1.6397815876543682,1.6411819162903474,1.8268332739680364,0.9570528206747474,1.0292610306688281,1.4991882611589358,1.5192833184503374,1.5218243528265665,1.8157763117643977,1.4896172249056687,0.9322338239887157,55.2173974115708,9.41498415066059,,1.8705191715478424,0.5186806324969088,2.2938608631011417,0.15108760595202902,2.2200813144305385,0.0,0.5942898260411201,0.015997899992533045,8.07403424189022,8.524279097326678,0.39169224382069917,0.4644012973317076,5.452389134198437,5.2885600562293025
9,0.839398104055762,1.624552642140683,1.6418260636987945,1.818191166478193,0.9349838810960596,1.0121801029219935,1.474668850076585,1.5222311711653833,1.5146562726527912,1.802315169627505,1.4833122939149024,0.9563806523115789,55.47053543806854,9.652315211807728,,1.9436994142868163,0.2946196067366474,2.2056354452895595,0.5440539939098293,2.1312780618533167,0.0,0.38548529256721425,0.434278993197302,8.07403424189022,8.524279097326678,0.5242085789044109,0.22973310761518653,4.7254039163053125,4.583418715398729
10,0.828602713619225,1.6264293606972495,1.6229444927886738,1.7871676064871225,0.9301432735425722,1.0048186825184429,1.4704578969941091,1.4952758060845832,1.4704098501873728,1.7413720446444307,1.4418518527693938,0.9175514564834785,55.25292555564066,9.339871917555199,,1.9034904897049625,0.46576169676464063,2.7349879521590537,0.24880940613201108,2.664097577316646,0.0,0.49791850289931305,0.22461051589516393,7.680178913017525,8.108460604774159,0.2413213156383905,0.4274385395523242,5.815881743145,5.641130726644589
11,0.8118229219624334,1.611185401435111,1.6308101365340146,1.7759263242050822,0.9106221858831043,0.9886296386571233,1.4647790412526012,1.4961601618990972,1.4947943011963496,1.7413483036530077,1.448897674483589,0.9269505378020348,55.24182301061883,9.619084930669482,,1.9155531670795187,0.29049117912633643,2.5585371165358888,0.5364303073709655,2.486491072162203,0.0,0.04818566157089643,0.06408758737008738,8.467889570762912,8.732188343602939,0.43163763124670407,0.39369869253299605,5.088896525251875,4.935989385814016
12,0.8232875918382729,1.624948004183266,1.6318115844580854,1.8200885045988122,0.9382379141943551,1.0200178704007627,1.4926593069078198,1.5361260498103702,1.5080672295961182,1.7781587108545098,1.470422757951677,0.9287002177295035,55.42168423997248,9.546135615271307,,1.9332450938955343,0.23607099699026457,2.7349879521590537,0.4359362575404875,2.575294324739424,0.0,0.5782279388508214,0.04802569577758419,8.467889570762912,8.9400975898792,0.5347280047746014,0.21110065478361725,4.7254039163053125,4.583418715398729
13,0.8479248979512876,1.6238820280431365,1.6349618678775244,1.8115594047086292,0.9283109355933411,1.0253590386696998,1.482171463667193,1.5309698057393075,1.5280190516396963,1.796682619412377,1.4871933837310083,0.9592915966748945,54.98868498412109,9.643466912096358,,1.911532274621333,0.37493628933745893,2.7349879521590537,0.4165305099870158,2.664097577316646,0.0,0.04818566157089643,0.06408758737008738,8.07403424189022,8.316369851050418,0.5733087099255542,0.1427648750743213,5.088896525251875,4.935989385814016
14,0.8448305670371111,1.6328302221208462,1.639692325408312,1.8154670885495292,0.9446526524818165,1.0218219082600999,1.4925209187783488,1.526088361497613,1.5240356756099802,1.7957211092597416,1.4722578117964606,0.9271871493224753,55.16188468646165,9.565011987988893,,1.906707203671511,0.5937429526846206,2.382086280912724,0.012475123427231753,2.30888456700776,0.0,0.4336709541381107,0.35352159403499517,8.467889570762912,8.9400975898792,0.42094762009212955,0.4126332932483206,4.7254039163053125,4.583418715398729
15,0.8322794045650018,1.6203738154880611,1.6279768944171709,1.7886486008195184,0.9196967695807408,1.0000822385506698,1.4633160810267642,1.504803865622875,1.4903966141259488,1.7718020604009779,1.4690391077264664,0.9470344972541735,55.332863879797834,9.654281500632475,,1.901077954230051,0.502166922055665,2.4703116987243066,0.18158235210748444,2.486491072162203,0.0,0.24092830785450356,0.45709199858665417,7.877106577453872,8.316369851050418,0.3955304127192831,0.4576029699472161,5.088896525251875,4.935989385814016
16,0.8495850586383878,1.632710112133226,1.6360639638341654,1.8209628265540823,0.9507127447145888,1.0279063131002997,1.4999197412718537,1.5388140917776494,1.5215398259673008,1.8187201947008609,1.4935670065769275,0.9419878225879331,55.13523857840925,9.077372359451282,,1.8729317070227538,0.09495383503740727,2.2056354452895595,0.17534479039386863,2.0424748092760954,0.0,0.3694234053769083,0.4770893735773204,8.07403424189022,8.524279097326678,0.14050541256891136,0.24886914025301443,5.815881743145,5.641130726644589
17,0.8329443380339191,1.6224056761119703,1.62804734803997,1.7953874224203397,0.9262359450803744,1.0107443050002365,1.456520235383097,1.5179093193034943,1.506924130459771,1.7864680578525922,1.466443536913925,0.9483887868777484,55.46165340205107,9.623214137201446,,1.8528272447318266,0.41734650024352765,2.5585371165358888,0.3382144573605053,2.486491072162203,0.0,0.33729963099631066,0.5560230121404784,8.07403424189022,8.732188343602939,0.294174322915929,0.5210540255358034,4.7254039163053125,4.583418715398729
