Tnumber:,,,,,,200,200,200,200,200,200,200,200,200,200,200,200,200,200,300,300,300,300,310,310,310,320,320,320,320,330,330,330,330,330,330,330,340,340,350,350,350,550,550,560,560,560,
338, 1,677,1, 1,1,-403.274,-477.117,-476.591,-478.011,-478.034,-477.279,-476.831,-479.237,-477.132,-480.384,-479.410,-476.815,-0.081,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.554,PASS,1232.331,2.449,1913.553,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
339, 0,679,0, 1,1,-395.778,-466.442,-466.928,-468.494,-467.612,-468.050,-469.732,-469.186,-469.261,-469.492,-470.206,-468.906,0.058,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.581,PASS,1229.804,2.485,1910.520,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
339, 1,679,1, 1,1,-391.803,-460.576,-461.085,-464.197,-463.229,-463.130,-462.492,-463.681,-463.482,-463.874,-464.455,-461.059,0.257,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.614,PASS,1230.038,2.448,1937.432,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
340, 0,681,0, 1,1,-390.226,-459.965,-460.464,-459.898,-460.161,-458.432,-461.055,-460.700,-461.697,-460.468,-461.493,-460.674,0.309,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.676,PASS,1232.323,2.493,1936.087,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
340, 1,681,1, 1,1,-404.219,-480.491,-479.957,-479.398,-481.834,-480.244,-479.548,-480.961,-482.625,-481.601,-482.641,-480.224,0.216,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.491,PASS,1233.120,2.460,1939.587,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
341, 0,683,0, 1,1,-392.002,-463.757,-464.409,-464.322,-464.580,-464.894,-465.950,-465.320,-465.701,-464.551,-464.497,-463.451,0.038,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.596,PASS,1229.591,2.491,1910.520,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
341, 1,683,1, 1,1,-391.927,-461.717,-461.391,-463.492,-464.270,-463.369,-464.279,-464.728,-465.089,-465.797,-464.829,-462.003,0.227,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.606,PASS,1230.351,2.451,1908.392,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
342, 0,685,0, 1,1,-387.017,-457.785,-459.047,-457.864,-458.002,-458.136,-460.177,-458.373,-459.219,-460.058,-460.920,-460.459,0.189,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.592,PASS,1236.007,2.457,1937.317,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
342, 1,685,1, 1,1,-403.680,-478.372,-477.202,-478.792,-479.600,-478.693,-478.285,-479.532,-479.979,-479.859,-480.762,-477.149,0.384,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.531,PASS,1233.208,2.469,1912.691,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
343, 0,687,0, 1,1,-394.814,-465.159,-466.275,-466.465,-467.274,-466.661,-469.957,-469.239,-469.833,-467.470,-469.395,-469.312,0.108,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.627,PASS,1231.784,2.480,1919.835,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
343, 1,687,1, 1,1,-385.094,-457.503,-457.762,-456.556,-456.316,-455.309,-456.266,-457.590,-457.642,-457.845,-456.067,-453.750,0.216,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.700,PASS,1230.276,2.465,1898.671,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
344, 0,689,0, 1,1,-387.762,-457.828,-458.751,-457.964,-457.606,-457.463,-458.811,-458.736,-459.691,-460.129,-458.474,-458.989,0.266,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.630,PASS,1228.852,2.443,1901.888,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
344, 1,689,1, 1,1,-406.884,-481.374,-480.726,-482.658,-481.825,-479.519,-482.261,-483.289,-484.494,-481.825,-484.141,-481.907,0.289,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.587,PASS,1226.843,2.448,1922.405,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
345, 0,691,0, 1,1,-395.220,-465.712,-467.052,-467.622,-468.413,-468.733,-468.171,-469.028,-469.056,-468.657,-469.514,-468.157,0.038,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.618,PASS,1232.373,2.504,1897.601,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
345, 1,691,1, 1,1,-386.416,-457.670,-457.552,-457.996,-459.104,-456.522,-457.362,-459.105,-458.471,-459.019,-457.874,-456.077,0.087,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.594,PASS,1231.090,2.464,1901.185,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
346, 0,693,0, 1,1,-391.076,-459.297,-460.745,-460.636,-462.116,-462.754,-462.808,-463.079,-463.232,-463.282,-462.928,-462.888,-0.004,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.599,PASS,1229.641,2.430,1929.927,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
346, 1,693,1, 1,1,-400.012,-477.919,-476.743,-474.583,-476.468,-476.100,-475.349,-475.228,-477.285,-477.582,-478.821,-476.610,0.418,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.637,PASS,1228.722,2.401,1910.969,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
347, 0,695,0, 1,1,-392.938,-466.232,-467.482,-468.175,-468.795,-468.246,-467.220,-468.942,-469.466,-467.908,-470.063,-469.321,0.231,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.565,PASS,1228.676,2.471,1948.410,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
347, 1,695,1, 1,1,-385.084,-458.558,-457.805,-458.658,-458.192,-457.572,-455.851,-458.757,-458.514,-458.050,-458.478,-456.796,0.243,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.578,PASS,1227.757,2.468,1904.373,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
348, 0,697,0, 1,1,-387.963,-455.448,-456.242,-457.136,-456.672,-457.286,-456.743,-456.442,-457.617,-457.077,-459.051,-458.021,-0.002,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.757,PASS,1231.283,2.463,1906.604,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
348, 1,697,1, 1,1,-398.398,-471.004,-469.982,-470.117,-468.724,-470.584,-470.491,-469.709,-471.759,-473.019,-471.329,-468.720,-0.069,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.583,PASS,1230.489,2.466,1925.285,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
349, 0,699,0, 1,1,-394.738,-464.758,-465.316,-466.865,-466.707,-466.952,-467.516,-466.921,-467.169,-467.002,-466.400,-466.052,0.307,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.604,PASS,1237.423,2.503,1932.257,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
349, 1,699,1, 1,1,-387.133,-456.907,-457.427,-457.800,-459.171,-457.066,-457.510,-459.576,-457.628,-456.509,-458.468,-456.668,0.029,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.691,PASS,1232.606,2.454,1898.893,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
350, 0,701,0, 1,1,-384.167,-456.836,-457.186,-455.869,-454.860,-456.102,-457.182,-456.347,-457.594,-457.163,-458.746,-457.877,0.263,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.644,PASS,1229.441,2.444,1909.064,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
350, 1,701,1, 1,1,-404.320,-478.305,-477.531,-478.707,-477.590,-476.854,-477.518,-481.175,-480.623,-479.129,-479.962,-478.789,0.002,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.538,PASS,1231.228,2.454,1939.856,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
351, 0,703,0, 1,1,-391.343,-462.412,-463.164,-462.641,-462.783,-461.026,-463.978,-463.796,-465.520,-464.369,-464.411,-462.254,0.172,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.665,PASS,1221.333,2.427,1910.969,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
351, 1,703,1, 1,1,-386.990,-458.777,-458.669,-459.059,-459.767,-459.492,-458.525,-458.538,-457.499,-461.000,-458.267,-457.311,0.549,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.719,PASS,1228.772,2.433,1920.515,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
352, 0,705,0, 1,1,-391.644,-459.040,-459.538,-461.760,-461.196,-462.234,-463.467,-461.158,-463.094,-463.740,-463.811,-462.922,0.162,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.645,PASS,1228.990,2.494,1910.595,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
352, 1,705,1, 1,1,-397.496,-476.645,-475.750,-471.585,-473.560,-472.485,-472.441,-473.575,-475.926,-475.649,-475.878,-473.764,0.097,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.623,PASS,1229.023,2.458,1933.940,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
353, 0,707,0, 1,1,-385.905,-460.146,-461.432,-457.817,-457.077,-459.268,-461.089,-460.207,-459.719,-459.714,-459.056,-459.486,0.255,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.722,PASS,1229.892,2.446,1910.221,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
353, 1,707,1, 1,1,-390.452,-460.228,-459.681,-462.252,-463.482,-462.581,-459.307,-462.923,-464.403,-462.093,-463.219,-459.585,0.034,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.580,PASS,1227.983,2.473,1933.519,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
354, 0,709,0, 1,1,-386.697,-456.569,-457.792,-453.374,-454.760,-455.070,-456.829,-456.294,-455.663,-455.446,-457.201,-457.734,0.226,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.782,PASS,1231.546,2.481,1910.932,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
354, 1,709,1, 1,1,-404.105,-477.461,-475.955,-477.048,-475.628,-475.417,-476.483,-477.718,-477.700,-477.372,-476.913,-477.363,0.285,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.645,PASS,1232.268,2.453,1931.569,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
355, 0,711,0, 1,1,-395.244,-466.299,-466.933,-468.332,-468.423,-467.005,-468.810,-468.517,-469.566,-469.043,-470.459,-468.586,0.039,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.553,PASS,1229.265,2.470,1937.855,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
355, 1,711,1, 2,20,-1429.391,-1430.712,-1428.481,-1428.041,-1429.864,-1428.471,-1429.347,-1427.911,-1427.833,-1430.538,-1429.030,-1428.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356, 0,713,0, 1,1,-404.716,-480.389,-480.673,-478.937,-477.566,-478.824,-478.705,-480.214,-480.281,-478.001,-479.420,-479.667,0.277,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.561,PASS,1223.088,2.449,1950.979,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
356, 1,713,1, 1,1,-420.972,-502.902,-502.320,-501.915,-501.676,-501.718,-501.944,-501.727,-501.820,-502.522,-502.533,-500.972,0.196,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.513,PASS,1229.486,2.459,1947.050,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
357, 0,715,0, 1,1,-402.616,-477.756,-478.994,-480.618,-479.530,-477.454,-479.803,-479.187,-481.244,-479.622,-480.579,-480.369,0.032,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.502,PASS,1231.972,2.502,1951.096,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
357, 1,715,1, 1,1,-399.516,-473.423,-473.616,-475.341,-474.525,-474.037,-474.000,-473.261,-476.646,-476.728,-475.614,-473.874,0.313,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.586,PASS,1231.667,2.469,1937.778,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
358, 0,717,0, 1,1,-392.045,-462.536,-463.140,-462.822,-461.644,-462.983,-464.460,-462.281,-464.743,-460.783,-462.919,-463.575,0.295,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.618,PASS,1230.844,2.485,1931.110,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
358, 1,717,1, 1,1,-403.078,-483.393,-482.273,-480.933,-480.942,-480.646,-480.130,-480.966,-482.444,-481.806,-482.224,-480.138,0.218,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.450,PASS,1227.381,2.462,1956.177,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
359, 0,719,0, 1,1,-402.859,-476.048,-477.057,-477.770,-477.695,-475.758,-478.633,-477.443,-477.726,-477.180,-478.261,-477.787,-0.038,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.626,PASS,1226.784,2.463,1930.500,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
359, 1,719,1, 1,1,-396.359,-466.694,-465.646,-469.378,-469.082,-468.034,-467.650,-469.009,-469.828,-470.031,-468.788,-466.889,0.022,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.609,PASS,1232.493,2.457,1948.721,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
360, 0,721,0, 1,1,-394.041,-464.482,-465.235,-465.608,-464.676,-466.016,-467.607,-466.090,-468.089,-465.981,-465.427,-465.890,0.086,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.706,PASS,1232.035,2.478,1911.455,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,4.999,5.000,PASS,
360, 1,721,1, 1,1,-399.286,-470.818,-470.951,-473.425,-473.389,-472.289,-472.283,-475.299,-473.118,-473.305,-473.702,-471.142,-0.036,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.665,PASS,1227.557,2.433,1919.609,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
361, 0,723,0, 1,1,-391.496,-462.512,-464.176,-463.270,-465.467,-464.550,-465.229,-465.058,-465.954,-464.193,-466.376,-465.589,-0.013,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.643,PASS,1233.639,2.459,1934.668,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
361, 1,723,1, 1,1,-389.946,-460.758,-460.063,-461.833,-461.424,-460.475,-461.553,-460.819,-461.485,-462.575,-460.889,-460.220,0.217,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.626,PASS,1232.857,2.487,1886.786,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
362, 0,725,0, 1,1,-392.298,-464.491,-464.996,-463.622,-465.105,-465.319,-465.706,-465.621,-465.572,-463.807,-466.672,-464.869,0.406,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.625,PASS,1231.070,2.478,1917.197,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
362, 1,725,1, 1,1,-398.016,-470.622,-469.241,-471.461,-472.014,-471.043,-471.702,-472.523,-472.608,-473.296,-472.599,-469.702,0.265,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.584,PASS,1230.489,2.473,1918.892,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
363, 0,727,0, 1,1,-395.440,-467.339,-468.374,-468.184,-466.378,-467.812,-468.333,-467.867,-469.323,-467.942,-468.894,-468.147,-0.073,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.646,PASS,1229.742,2.463,1928.898,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
363, 1,727,1, 1,1,-392.811,-466.489,-466.118,-466.313,-465.487,-467.218,-466.444,-467.076,-467.402,-466.800,-467.240,-465.745,0.386,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.644,PASS,1232.807,2.434,1915.768,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
364, 0,729,0, 1,1,-388.903,-456.302,-456.848,-460.279,-458.269,-459.201,-459.857,-460.069,-460.658,-458.942,-460.343,-459.576,0.291,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.611,PASS,1231.471,2.514,1891.683,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
364, 1,729,1, 1,1,-395.313,-469.830,-468.702,-467.653,-468.027,-468.617,-468.484,-470.890,-471.359,-472.260,-470.500,-469.611,0.034,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.691,PASS,1227.093,2.424,1913.553,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
365, 0,731,0, 1,1,-395.931,-467.887,-468.264,-468.827,-470.053,-469.784,-469.250,-470.806,-471.511,-469.024,-469.901,-469.650,0.350,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.605,PASS,1232.812,2.491,1908.840,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
365, 1,731,1, 1,1,-395.528,-466.962,-466.520,-468.682,-469.913,-468.178,-467.569,-468.980,-468.770,-468.709,-468.721,-467.261,0.237,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.696,PASS,1229.774,2.438,1906.604,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
366, 0,733,0, 1,1,-390.388,-457.876,-458.656,-460.360,-459.222,-458.977,-461.829,-461.115,-462.817,-460.363,-460.925,-460.865,0.182,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.691,PASS,1230.118,2.486,1894.950,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
366, 1,733,1, 1,1,-400.432,-478.415,-477.598,-475.751,-476.000,-476.964,-474.538,-476.775,-477.876,-478.150,-478.361,-476.763,0.224,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.589,PASS,1230.413,2.431,1916.369,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
367, 0,735,0, 1,1,-395.597,-465.712,-466.299,-469.494,-469.262,-469.201,-470.358,-469.153,-471.363,-469.139,-470.492,-469.135,-0.026,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.682,PASS,1229.441,2.488,1929.737,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
367, 1,735,1, 1,1,-392.071,-460.977,-459.954,-464.016,-463.892,-463.775,-462.516,-465.233,-464.479,-464.695,-464.556,-461.411,-0.021,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.817,PASS,1228.897,2.429,1901.629,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
368, 0,737,0, 1,1,-385.380,-456.302,-457.649,-456.536,-455.575,-455.677,-457.631,-457.517,-458.828,-457.497,-456.519,-457.052,0.185,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.677,PASS,1236.834,2.462,1904.484,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
368, 1,737,1, 1,1,-405.404,-478.678,-477.999,-478.197,-477.838,-478.363,-478.533,-479.342,-479.745,-481.095,-480.786,-478.307,0.432,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.586,PASS,1229.411,2.441,1932.180,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
369, 0,739,0, 1,1,-387.733,-461.124,-462.282,-460.474,-462.511,-462.129,-461.724,-463.419,-462.255,-463.148,-462.036,-461.060,-0.068,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.655,PASS,1227.574,2.436,1930.500,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
369, 1,739,1, 1,1,-393.518,-462.872,-461.888,-466.137,-466.093,-464.835,-464.770,-465.271,-465.318,-465.630,-465.308,-464.992,0.224,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.678,PASS,1231.504,2.453,1937.739,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
370, 0,741,0, 1,1,-387.289,-457.189,-458.002,-457.950,-458.741,-458.456,-460.267,-459.472,-460.239,-459.662,-460.630,-460.001,0.084,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.576,PASS,1228.526,2.480,1895.465,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
370, 1,741,1, 1,1,-404.620,-476.659,-476.433,-477.467,-478.960,-477.551,-478.595,-479.604,-479.783,-479.377,-478.054,-475.866,0.060,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.519,PASS,1231.103,2.472,1935.474,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
371, 0,743,0, 1,1,-389.724,-460.385,-461.308,-462.217,-458.888,-460.099,-461.070,-462.735,-462.174,-461.603,-460.782,-461.251,-0.037,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.726,PASS,1228.163,2.441,1895.355,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
371, 1,743,1, 1,1,-389.688,-459.837,-459.070,-460.784,-460.250,-460.003,-459.441,-460.509,-460.226,-461.291,-460.601,-459.285,-0.015,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.702,PASS,1228.885,2.441,1906.269,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
372, 0,745,0, 1,1,-392.322,-459.884,-460.640,-461.727,-463.165,-461.384,-464.045,-463.285,-464.176,-463.101,-463.300,-462.912,0.251,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.653,PASS,1232.849,2.468,1910.408,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
372, 1,745,1, 1,1,-404.425,-479.379,-478.749,-477.000,-478.569,-477.394,-477.503,-478.837,-480.227,-479.506,-479.885,-478.088,0.270,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.524,PASS,1230.915,2.430,1936.203,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
373, 0,747,0, 1,1,-394.270,-463.838,-465.569,-467.389,-467.231,-466.431,-467.144,-467.451,-466.716,-466.845,-466.476,-466.840,0.204,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.655,PASS,1234.290,2.475,1905.823,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
